transaction_id,date,channel,business_unit,amount_usd,is_fraud,fraud_type,detection_method,loss_amount_usd,recovered_amount_usd,status
TXN-502001,2025-01-04 15:59:43,ATM,Retail Banking,2848.42,N,,,0.0,0.0,Cleared - False Positive
TXN-501573,2025-01-05 02:18:12,Online,Digital Banking,7174.92,Y,Account Takeover,Customer Reported,4033.56,882.93,Confirmed Fraud
TXN-502592,2025-01-05 06:22:33,Online,Digital Banking,38773.64,Y,Card Not Present,ML Model,36953.89,87.78,Charged Off
TXN-500704,2025-01-05 14:57:13,Card,Payments & Cards,21943.8,Y,Synthetic Identity,Manual Review,10425.37,1102.09,Under Review
TXN-501310,2025-01-05 20:49:21,Online,Digital Banking,35053.87,N,,,0.0,0.0,Cleared - False Positive
TXN-502105,2025-01-05 23:30:40,Wire,Payments & Cards,206753.7,N,,,0.0,0.0,Cleared - False Positive
TXN-500795,2025-01-06 03:50:01,Card,Payments & Cards,7136.1,Y,Card Not Present,Manual Review,3255.03,1142.41,Under Review
TXN-501244,2025-01-06 21:50:06,Wire,Payments & Cards,44643.61,N,,,0.0,0.0,Cleared - False Positive
TXN-501762,2025-01-07 00:56:01,Card,Payments & Cards,21693.72,Y,Card Not Present,Customer Reported,12002.61,269.19,Recovered
TXN-500151,2025-01-07 03:07:27,Card,Payments & Cards,2473.12,N,,,0.0,0.0,Cleared - False Positive
TXN-501264,2025-01-07 05:09:28,Mobile,Digital Banking,27986.93,Y,Synthetic Identity,Manual Review,21725.61,8350.95,Charged Off
TXN-502307,2025-01-07 12:55:01,Mobile,Digital Banking,27765.42,N,,,0.0,0.0,Cleared - False Positive
TXN-502328,2025-01-07 17:51:41,ACH,Commercial Banking,36381.15,N,,,0.0,0.0,Cleared - False Positive
TXN-501094,2025-01-07 22:45:02,Mobile,Digital Banking,28099.45,N,,,0.0,0.0,Cleared - False Positive
TXN-501997,2025-01-08 07:36:49,Wire,Payments & Cards,242380.52,Y,Wire Fraud,Manual Review,146170.46,63357.85,Recovered
TXN-501942,2025-01-08 12:10:00,Wire,Payments & Cards,54882.57,N,,,0.0,0.0,Cleared - False Positive
TXN-501494,2025-01-08 14:13:42,Card,Payments & Cards,2991.17,Y,Card Skimming,Customer Reported,1713.02,387.08,Recovered
TXN-500302,2025-01-09 01:03:29,ACH,Commercial Banking,5240.61,N,,,0.0,0.0,Cleared - False Positive
TXN-501413,2025-01-09 08:47:12,Mobile,Digital Banking,12957.49,N,,,0.0,0.0,Cleared - False Positive
TXN-501575,2025-01-09 21:38:12,ACH,Commercial Banking,25536.87,N,,,0.0,0.0,Cleared - False Positive
TXN-501549,2025-01-10 02:14:08,Online,Digital Banking,37519.38,N,,,0.0,0.0,Cleared - False Positive
TXN-501268,2025-01-10 17:47:13,Card,Payments & Cards,24171.55,Y,Synthetic Identity,Customer Reported,11591.45,4407.05,Recovered
TXN-501297,2025-01-10 20:26:58,Mobile,Digital Banking,21141.15,N,,,0.0,0.0,Cleared - False Positive
TXN-500587,2025-01-10 21:58:49,Mobile,Digital Banking,13977.91,Y,Synthetic Identity,Rule Engine,6888.44,4.39,Under Review
TXN-500660,2025-01-11 00:47:06,Mobile,Digital Banking,15196.71,N,,,0.0,0.0,Cleared - False Positive
TXN-501219,2025-01-11 06:08:11,Wire,Payments & Cards,28314.41,N,,,0.0,0.0,Cleared - False Positive
TXN-502270,2025-01-11 08:05:33,Wire,Payments & Cards,113881.23,Y,Wire Fraud,ML Model,46876.85,2055.19,Recovered
TXN-502452,2025-01-11 17:51:35,Card,Payments & Cards,6943.25,N,,,0.0,0.0,Cleared - False Positive
TXN-500836,2025-01-12 06:32:47,Card,Payments & Cards,40665.64,N,,,0.0,0.0,Cleared - False Positive
TXN-500026,2025-01-12 06:41:56,Card,Payments & Cards,37566.98,Y,Card Not Present,Customer Reported,28914.72,535.28,Confirmed Fraud
TXN-501840,2025-01-12 06:47:56,Card,Payments & Cards,6863.97,Y,Card Skimming,Customer Reported,4116.51,1510.63,Recovered
TXN-501105,2025-01-13 16:40:00,Wire,Payments & Cards,218725.22,Y,Wire Fraud,ML Model,115029.11,18086.47,Under Review
TXN-501451,2025-01-13 23:18:23,Mobile,Digital Banking,1921.46,N,,,0.0,0.0,Cleared - False Positive
TXN-500443,2025-01-14 14:08:41,Online,Digital Banking,12836.42,N,,,0.0,0.0,Cleared - False Positive
TXN-501875,2025-01-14 18:59:09,Card,Payments & Cards,25569.23,Y,Card Not Present,Customer Reported,25306.67,5006.85,Charged Off
TXN-500356,2025-01-15 01:55:32,Card,Payments & Cards,18889.74,N,,,0.0,0.0,Cleared - False Positive
TXN-500751,2025-01-15 11:11:29,Wire,Payments & Cards,39051.07,Y,Business Email Compromise,Rule Engine,28868.12,1758.55,Recovered
TXN-500681,2025-01-15 15:16:49,Online,Digital Banking,14249.89,N,,,0.0,0.0,Cleared - False Positive
TXN-500434,2025-01-15 17:00:28,ACH,Commercial Banking,44784.17,N,,,0.0,0.0,Cleared - False Positive
TXN-501570,2025-01-16 00:58:45,Online,Digital Banking,44132.11,N,,,0.0,0.0,Cleared - False Positive
TXN-501848,2025-01-16 01:56:48,Card,Payments & Cards,11320.26,N,,,0.0,0.0,Cleared - False Positive
TXN-500479,2025-01-16 15:48:14,Card,Payments & Cards,34168.47,N,,,0.0,0.0,Cleared - False Positive
TXN-501649,2025-01-16 17:25:07,Online,Digital Banking,64.0,N,,,0.0,0.0,Cleared - False Positive
TXN-501847,2025-01-16 23:15:01,Online,Digital Banking,3444.76,N,,,0.0,0.0,Cleared - False Positive
TXN-502372,2025-01-17 06:46:41,Online,Digital Banking,40687.24,N,,,0.0,0.0,Cleared - False Positive
TXN-500844,2025-01-17 07:29:38,ATM,Retail Banking,21962.67,N,,,0.0,0.0,Cleared - False Positive
TXN-500692,2025-01-17 20:56:47,Card,Payments & Cards,33458.56,N,,,0.0,0.0,Cleared - False Positive
TXN-501191,2025-01-18 13:38:02,Card,Payments & Cards,30624.25,N,,,0.0,0.0,Cleared - False Positive
TXN-500096,2025-01-18 14:27:21,Card,Payments & Cards,2889.38,N,,,0.0,0.0,Cleared - False Positive
TXN-501859,2025-01-18 17:48:51,Card,Payments & Cards,8639.43,N,,,0.0,0.0,Cleared - False Positive
TXN-500603,2025-01-19 01:36:08,Wire,Payments & Cards,27367.12,Y,Wire Fraud,Customer Reported,20176.99,4468.63,Confirmed Fraud
TXN-501956,2025-01-19 03:25:46,Wire,Payments & Cards,129432.63,N,,,0.0,0.0,Cleared - False Positive
TXN-501950,2025-01-19 14:23:25,Card,Payments & Cards,42897.24,Y,Synthetic Identity,ML Model,37014.95,33.71,Under Review
TXN-500564,2025-01-19 18:31:05,Wire,Payments & Cards,220664.31,N,,,0.0,0.0,Cleared - False Positive
TXN-502122,2025-01-20 00:04:39,Card,Payments & Cards,15665.64,Y,Card Not Present,Rule Engine,10612.98,487.7,Confirmed Fraud
TXN-500987,2025-01-20 00:59:44,Mobile,Digital Banking,1807.73,N,,,0.0,0.0,Cleared - False Positive
TXN-502252,2025-01-20 02:24:00,ATM,Retail Banking,8984.6,N,,,0.0,0.0,Cleared - False Positive
TXN-500429,2025-01-21 18:20:27,ACH,Commercial Banking,15276.17,N,,,0.0,0.0,Cleared - False Positive
TXN-500860,2025-01-22 03:12:16,Card,Payments & Cards,40604.4,Y,Synthetic Identity,Manual Review,40307.81,19609.47,Confirmed Fraud
TXN-502161,2025-01-22 03:30:33,Online,Digital Banking,36803.8,N,,,0.0,0.0,Cleared - False Positive
TXN-500049,2025-01-22 07:59:12,Online,Digital Banking,27045.73,N,,,0.0,0.0,Cleared - False Positive
TXN-502079,2025-01-22 08:33:20,Card,Payments & Cards,12202.98,N,,,0.0,0.0,Cleared - False Positive
TXN-500226,2025-01-22 10:16:36,Online,Digital Banking,27207.72,Y,Account Takeover,Rule Engine,15888.77,728.47,Recovered
TXN-500909,2025-01-22 18:37:25,Online,Digital Banking,24609.71,N,,,0.0,0.0,Cleared - False Positive
TXN-500824,2025-01-22 20:49:57,ATM,Retail Banking,10897.56,N,,,0.0,0.0,Cleared - False Positive
TXN-502147,2025-01-23 04:18:21,Online,Digital Banking,44396.6,Y,Account Takeover,Rule Engine,43190.15,405.35,Confirmed Fraud
TXN-501675,2025-01-23 06:34:11,Card,Payments & Cards,15731.69,N,,,0.0,0.0,Cleared - False Positive
TXN-500585,2025-01-23 11:53:50,Online,Digital Banking,18500.54,Y,Account Takeover,Customer Reported,7222.54,1347.47,Charged Off
TXN-501431,2025-01-23 13:57:16,Card,Payments & Cards,27741.02,N,,,0.0,0.0,Cleared - False Positive
TXN-502455,2025-01-23 14:45:13,Mobile,Digital Banking,7114.92,Y,Account Takeover,Manual Review,6977.84,281.18,Recovered
TXN-502470,2025-01-23 17:11:38,Wire,Payments & Cards,33541.71,N,,,0.0,0.0,Cleared - False Positive
TXN-500853,2025-01-23 21:53:50,Wire,Payments & Cards,96022.95,N,,,0.0,0.0,Cleared - False Positive
TXN-502400,2025-01-24 20:06:53,Wire,Payments & Cards,147451.11,Y,Wire Fraud,ML Model,110925.02,5705.34,Charged Off
TXN-502273,2025-01-25 07:58:33,Card,Payments & Cards,19202.65,Y,Card Not Present,Rule Engine,7478.49,155.83,Confirmed Fraud
TXN-500827,2025-01-25 14:40:37,ATM,Retail Banking,23287.12,N,,,0.0,0.0,Cleared - False Positive
TXN-501725,2025-01-25 19:46:59,Online,Digital Banking,4781.64,Y,Account Takeover,Rule Engine,1857.22,593.92,Recovered
TXN-500893,2025-01-25 20:31:52,ACH,Commercial Banking,39419.44,N,,,0.0,0.0,Cleared - False Positive
TXN-501678,2025-01-26 02:38:55,ATM,Retail Banking,6260.71,N,,,0.0,0.0,Cleared - False Positive
TXN-500922,2025-01-26 11:41:34,Card,Payments & Cards,20238.94,Y,Synthetic Identity,Customer Reported,14200.57,429.7,Recovered
TXN-501393,2025-01-26 16:26:48,Card,Payments & Cards,7340.32,Y,Card Skimming,Rule Engine,4394.74,1754.07,Charged Off
TXN-501082,2025-01-27 03:03:36,ACH,Commercial Banking,5689.94,Y,Account Takeover,ML Model,3424.04,548.46,Under Review
TXN-500209,2025-01-27 04:05:10,Wire,Payments & Cards,9830.06,Y,Wire Fraud,ML Model,6002.65,43.35,Charged Off
TXN-501636,2025-01-27 06:55:52,Card,Payments & Cards,37766.6,N,,,0.0,0.0,Cleared - False Positive
TXN-501624,2025-01-27 07:57:32,Card,Payments & Cards,15337.19,Y,Card Skimming,Customer Reported,10066.61,633.68,Under Review
TXN-500684,2025-01-27 19:10:06,Online,Digital Banking,13808.6,N,,,0.0,0.0,Cleared - False Positive
TXN-500032,2025-01-27 23:30:13,Mobile,Digital Banking,37883.85,N,,,0.0,0.0,Cleared - False Positive
TXN-500299,2025-01-28 05:49:00,Mobile,Digital Banking,1959.34,N,,,0.0,0.0,Cleared - False Positive
TXN-500738,2025-01-28 09:19:12,ATM,Retail Banking,24191.74,N,,,0.0,0.0,Cleared - False Positive
TXN-501445,2025-01-28 10:29:40,Mobile,Digital Banking,42391.88,N,,,0.0,0.0,Cleared - False Positive
TXN-501134,2025-01-28 11:57:55,ACH,Commercial Banking,23148.73,N,,,0.0,0.0,Cleared - False Positive
TXN-500812,2025-01-28 16:42:18,ACH,Commercial Banking,7976.74,N,,,0.0,0.0,Cleared - False Positive
TXN-500874,2025-01-28 21:37:43,Card,Payments & Cards,27343.02,N,,,0.0,0.0,Cleared - False Positive
TXN-501127,2025-01-29 01:27:53,ATM,Retail Banking,11974.03,Y,Card Skimming,ML Model,9738.91,4857.89,Recovered
TXN-501917,2025-01-29 11:34:30,Online,Digital Banking,17230.48,N,,,0.0,0.0,Cleared - False Positive
TXN-501806,2025-01-29 17:44:58,Card,Payments & Cards,40221.45,N,,,0.0,0.0,Cleared - False Positive
TXN-501245,2025-01-29 18:28:16,Card,Payments & Cards,36858.42,Y,Card Not Present,Rule Engine,35188.92,14883.74,Recovered
TXN-501716,2025-01-30 18:16:42,Card,Payments & Cards,43111.07,N,,,0.0,0.0,Cleared - False Positive
TXN-500270,2025-01-30 23:30:04,ACH,Commercial Banking,6491.39,N,,,0.0,0.0,Cleared - False Positive
TXN-501137,2025-01-31 02:23:13,Online,Digital Banking,30290.47,Y,Card Not Present,ML Model,16347.83,5542.54,Confirmed Fraud
TXN-502185,2025-01-31 05:13:23,Card,Payments & Cards,33538.75,N,,,0.0,0.0,Cleared - False Positive
TXN-500184,2025-01-31 16:31:04,Mobile,Digital Banking,32074.29,Y,Synthetic Identity,ML Model,11647.0,1468.83,Confirmed Fraud
TXN-500791,2025-01-31 16:46:30,Card,Payments & Cards,21307.28,Y,Card Skimming,Customer Reported,16091.35,168.1,Confirmed Fraud
TXN-500659,2025-01-31 17:44:58,Online,Digital Banking,13473.6,N,,,0.0,0.0,Cleared - False Positive
TXN-500353,2025-01-31 17:54:32,ATM,Retail Banking,29022.47,Y,Card Not Present,Manual Review,18723.42,6530.34,Under Review
TXN-502085,2025-02-01 05:39:48,Card,Payments & Cards,1823.84,N,,,0.0,0.0,Cleared - False Positive
TXN-500959,2025-02-01 09:23:37,Online,Digital Banking,12440.97,N,,,0.0,0.0,Cleared - False Positive
TXN-500260,2025-02-01 11:24:20,Mobile,Digital Banking,30282.63,N,,,0.0,0.0,Cleared - False Positive
TXN-501739,2025-02-01 16:16:06,Mobile,Digital Banking,38160.52,N,,,0.0,0.0,Cleared - False Positive
TXN-501089,2025-02-02 10:22:24,Card,Payments & Cards,18335.08,Y,Card Skimming,Manual Review,13935.56,1062.43,Confirmed Fraud
TXN-500252,2025-02-02 19:12:05,Online,Digital Banking,15441.3,Y,Account Takeover,Customer Reported,11069.57,4571.43,Under Review
TXN-500109,2025-02-03 04:58:27,Card,Payments & Cards,28667.43,N,,,0.0,0.0,Cleared - False Positive
TXN-502043,2025-02-03 08:29:22,Card,Payments & Cards,2074.72,Y,Card Not Present,Customer Reported,1133.59,5.58,Recovered
TXN-502314,2025-02-03 10:26:30,Mobile,Digital Banking,30324.66,N,,,0.0,0.0,Cleared - False Positive
TXN-501243,2025-02-03 19:29:11,Card,Payments & Cards,15549.25,N,,,0.0,0.0,Cleared - False Positive
TXN-500705,2025-02-03 19:31:50,Online,Digital Banking,4909.1,N,,,0.0,0.0,Cleared - False Positive
TXN-500050,2025-02-03 22:41:25,Mobile,Digital Banking,11918.14,N,,,0.0,0.0,Cleared - False Positive
TXN-501789,2025-02-04 07:40:47,Online,Digital Banking,43517.5,N,,,0.0,0.0,Cleared - False Positive
TXN-502361,2025-02-04 09:14:26,ATM,Retail Banking,16965.55,Y,Card Skimming,Customer Reported,15338.86,2283.61,Under Review
TXN-502399,2025-02-04 12:45:22,Card,Payments & Cards,4800.9,Y,Synthetic Identity,Manual Review,4114.71,935.4,Under Review
TXN-500689,2025-02-04 15:58:55,ATM,Retail Banking,35935.13,N,,,0.0,0.0,Cleared - False Positive
TXN-501126,2025-02-04 23:41:42,Online,Digital Banking,10290.73,N,,,0.0,0.0,Cleared - False Positive
TXN-501497,2025-02-05 00:16:15,Online,Digital Banking,7404.78,Y,Account Takeover,ML Model,4745.18,416.94,Charged Off
TXN-500906,2025-02-05 08:33:12,Online,Digital Banking,24611.43,N,,,0.0,0.0,Cleared - False Positive
TXN-501839,2025-02-05 15:14:44,Wire,Payments & Cards,72653.02,Y,Business Email Compromise,Rule Engine,52495.83,10114.44,Under Review
TXN-500083,2025-02-05 18:09:34,ACH,Commercial Banking,18870.8,N,,,0.0,0.0,Cleared - False Positive
TXN-502034,2025-02-06 02:11:30,ACH,Commercial Banking,43.75,Y,Account Takeover,Rule Engine,18.29,7.14,Under Review
TXN-500266,2025-02-06 04:02:08,Mobile,Digital Banking,11415.04,N,,,0.0,0.0,Cleared - False Positive
TXN-500367,2025-02-06 12:47:56,Card,Payments & Cards,6567.15,N,,,0.0,0.0,Cleared - False Positive
TXN-502088,2025-02-07 03:37:51,Card,Payments & Cards,3886.15,Y,Synthetic Identity,Manual Review,2411.44,175.13,Under Review
TXN-500632,2025-02-07 07:18:57,Card,Payments & Cards,8239.17,N,,,0.0,0.0,Cleared - False Positive
TXN-502300,2025-02-07 08:59:52,Online,Digital Banking,5348.5,Y,Card Not Present,ML Model,3893.23,941.71,Under Review
TXN-501667,2025-02-08 02:44:13,Card,Payments & Cards,7283.23,Y,Card Skimming,Rule Engine,6744.17,1971.81,Charged Off
TXN-500584,2025-02-08 07:14:43,Card,Payments & Cards,43335.5,Y,Card Not Present,Manual Review,21831.29,3123.06,Confirmed Fraud
TXN-501601,2025-02-08 14:40:58,Online,Digital Banking,32456.16,Y,Account Takeover,Rule Engine,16412.53,8609.32,Confirmed Fraud
TXN-501378,2025-02-09 00:01:18,Online,Digital Banking,43618.24,N,,,0.0,0.0,Cleared - False Positive
TXN-500745,2025-02-09 02:31:43,Card,Payments & Cards,19199.25,N,,,0.0,0.0,Cleared - False Positive
TXN-502175,2025-02-09 10:39:03,Card,Payments & Cards,17180.59,Y,Card Skimming,Customer Reported,10478.19,387.3,Confirmed Fraud
TXN-501259,2025-02-09 12:48:26,ATM,Retail Banking,2378.54,N,,,0.0,0.0,Cleared - False Positive
TXN-501540,2025-02-09 17:56:12,Mobile,Digital Banking,2690.54,Y,Synthetic Identity,Customer Reported,1169.66,127.51,Under Review
TXN-500781,2025-02-09 20:05:11,Card,Payments & Cards,41815.5,Y,Card Not Present,Customer Reported,41132.41,7857.89,Confirmed Fraud
TXN-501339,2025-02-09 21:45:26,Mobile,Digital Banking,13316.97,Y,Account Takeover,Customer Reported,8875.12,666.37,Under Review
TXN-500433,2025-02-10 05:24:40,Card,Payments & Cards,8257.7,N,,,0.0,0.0,Cleared - False Positive
TXN-502421,2025-02-10 06:16:41,Card,Payments & Cards,8240.19,N,,,0.0,0.0,Cleared - False Positive
TXN-501273,2025-02-10 07:39:41,Online,Digital Banking,1988.23,Y,Account Takeover,Manual Review,1071.54,563.28,Under Review
TXN-500552,2025-02-10 17:19:14,Mobile,Digital Banking,44186.91,N,,,0.0,0.0,Cleared - False Positive
TXN-501978,2025-02-11 04:42:50,Online,Digital Banking,17352.61,N,,,0.0,0.0,Cleared - False Positive
TXN-500460,2025-02-12 03:08:04,Card,Payments & Cards,20864.88,N,,,0.0,0.0,Cleared - False Positive
TXN-501037,2025-02-12 13:55:29,Wire,Payments & Cards,233331.52,N,,,0.0,0.0,Cleared - False Positive
TXN-500532,2025-02-13 00:50:30,ATM,Retail Banking,31190.5,N,,,0.0,0.0,Cleared - False Positive
TXN-500924,2025-02-13 03:07:54,Mobile,Digital Banking,28317.62,N,,,0.0,0.0,Cleared - False Positive
TXN-500528,2025-02-13 03:16:32,Online,Digital Banking,28143.14,N,,,0.0,0.0,Cleared - False Positive
TXN-501485,2025-02-13 06:11:13,Online,Digital Banking,37092.11,N,,,0.0,0.0,Cleared - False Positive
TXN-501647,2025-02-13 09:43:22,Wire,Payments & Cards,37663.53,N,,,0.0,0.0,Cleared - False Positive
TXN-500726,2025-02-13 15:13:35,Mobile,Digital Banking,11378.6,N,,,0.0,0.0,Cleared - False Positive
TXN-502347,2025-02-13 23:53:34,Online,Digital Banking,18528.99,Y,Card Not Present,Manual Review,12046.33,3185.66,Recovered
TXN-500119,2025-02-14 00:46:38,Mobile,Digital Banking,16130.37,Y,Account Takeover,Customer Reported,10318.78,798.29,Charged Off
TXN-500680,2025-02-14 13:32:57,Mobile,Digital Banking,29156.74,N,,,0.0,0.0,Cleared - False Positive
TXN-502585,2025-02-14 19:43:05,Card,Payments & Cards,186.75,N,,,0.0,0.0,Cleared - False Positive
TXN-502579,2025-02-14 21:32:19,ATM,Retail Banking,31649.89,Y,Card Not Present,ML Model,16145.24,7441.02,Recovered
TXN-500825,2025-02-14 22:26:15,Mobile,Digital Banking,37288.17,N,,,0.0,0.0,Cleared - False Positive
TXN-500007,2025-02-15 10:42:38,ACH,Commercial Banking,44255.73,Y,Synthetic Identity,Manual Review,36048.75,104.9,Recovered
TXN-501045,2025-02-15 23:51:05,Mobile,Digital Banking,770.02,N,,,0.0,0.0,Cleared - False Positive
TXN-502107,2025-02-16 07:27:18,Online,Digital Banking,10052.13,N,,,0.0,0.0,Cleared - False Positive
TXN-501468,2025-02-16 15:13:57,Mobile,Digital Banking,18803.16,N,,,0.0,0.0,Cleared - False Positive
TXN-500341,2025-02-16 21:14:31,ACH,Commercial Banking,35162.13,N,,,0.0,0.0,Cleared - False Positive
TXN-500557,2025-02-16 22:59:10,Mobile,Digital Banking,34453.66,Y,Account Takeover,Manual Review,15138.46,564.99,Charged Off
TXN-500342,2025-02-17 00:49:15,Card,Payments & Cards,38228.32,N,,,0.0,0.0,Cleared - False Positive
TXN-501696,2025-02-17 05:06:36,Wire,Payments & Cards,203899.03,Y,Wire Fraud,Manual Review,151652.82,6451.46,Under Review
TXN-501038,2025-02-17 16:05:44,Wire,Payments & Cards,49124.71,N,,,0.0,0.0,Cleared - False Positive
TXN-500937,2025-02-17 19:26:56,Mobile,Digital Banking,17084.89,N,,,0.0,0.0,Cleared - False Positive
TXN-500148,2025-02-17 20:25:53,Mobile,Digital Banking,33110.34,Y,Account Takeover,Rule Engine,16104.21,2845.44,Confirmed Fraud
TXN-501977,2025-02-18 11:08:50,Mobile,Digital Banking,8501.63,Y,Synthetic Identity,ML Model,4596.43,503.99,Under Review
TXN-500572,2025-02-18 11:59:14,Card,Payments & Cards,33539.61,N,,,0.0,0.0,Cleared - False Positive
TXN-502416,2025-02-18 16:44:22,Card,Payments & Cards,21154.68,N,,,0.0,0.0,Cleared - False Positive
TXN-500615,2025-02-19 08:55:02,ACH,Commercial Banking,27271.19,Y,Account Takeover,Customer Reported,26655.08,2777.89,Confirmed Fraud
TXN-501254,2025-02-19 10:39:58,ATM,Retail Banking,19195.84,N,,,0.0,0.0,Cleared - False Positive
TXN-502320,2025-02-19 13:15:07,Card,Payments & Cards,42346.94,N,,,0.0,0.0,Cleared - False Positive
TXN-502414,2025-02-19 14:56:27,Card,Payments & Cards,28938.28,N,,,0.0,0.0,Cleared - False Positive
TXN-501078,2025-02-19 18:44:48,Online,Digital Banking,32748.74,N,,,0.0,0.0,Cleared - False Positive
TXN-501520,2025-02-20 01:31:40,Card,Payments & Cards,8479.86,N,,,0.0,0.0,Cleared - False Positive
TXN-500422,2025-02-20 09:31:52,Online,Digital Banking,7610.64,Y,Card Not Present,ML Model,5481.75,470.29,Confirmed Fraud
TXN-501425,2025-02-20 09:40:25,Card,Payments & Cards,19258.27,N,,,0.0,0.0,Cleared - False Positive
TXN-501907,2025-02-21 01:35:47,Card,Payments & Cards,3208.19,N,,,0.0,0.0,Cleared - False Positive
TXN-501287,2025-02-21 07:54:25,Wire,Payments & Cards,222536.2,N,,,0.0,0.0,Cleared - False Positive
TXN-500076,2025-02-21 08:33:03,Online,Digital Banking,39275.96,Y,Account Takeover,Rule Engine,34737.95,6206.1,Confirmed Fraud
TXN-502412,2025-02-21 09:52:49,ACH,Commercial Banking,20022.29,N,,,0.0,0.0,Cleared - False Positive
TXN-501270,2025-02-22 04:37:41,ACH,Commercial Banking,1625.57,N,,,0.0,0.0,Cleared - False Positive
TXN-501065,2025-02-22 06:15:53,Card,Payments & Cards,3635.28,Y,Card Not Present,Manual Review,2201.47,147.43,Confirmed Fraud
TXN-500215,2025-02-22 07:00:37,Card,Payments & Cards,23961.77,N,,,0.0,0.0,Cleared - False Positive
TXN-501274,2025-02-22 23:27:08,Card,Payments & Cards,17113.94,N,,,0.0,0.0,Cleared - False Positive
TXN-501500,2025-02-23 07:41:04,Card,Payments & Cards,30622.4,N,,,0.0,0.0,Cleared - False Positive
TXN-501167,2025-02-23 11:01:45,Card,Payments & Cards,44595.34,Y,Card Not Present,Customer Reported,37488.7,538.86,Confirmed Fraud
TXN-500172,2025-02-24 07:26:52,Card,Payments & Cards,41721.1,N,,,0.0,0.0,Cleared - False Positive
TXN-500567,2025-02-24 16:27:35,Online,Digital Banking,17827.58,Y,Card Not Present,Rule Engine,12478.58,2620.33,Charged Off
TXN-500925,2025-02-25 01:12:36,Online,Digital Banking,40200.23,Y,Card Not Present,Customer Reported,28051.98,4957.49,Charged Off
TXN-500945,2025-02-25 04:59:34,Online,Digital Banking,23454.35,Y,Account Takeover,Rule Engine,9051.59,3102.09,Charged Off
TXN-501511,2025-02-25 05:58:03,Wire,Payments & Cards,191390.63,Y,Wire Fraud,Rule Engine,67629.42,766.61,Charged Off
TXN-502453,2025-02-25 08:29:49,ACH,Commercial Banking,20600.2,N,,,0.0,0.0,Cleared - False Positive
TXN-500877,2025-02-25 12:39:24,Mobile,Digital Banking,31769.28,Y,Account Takeover,Customer Reported,11626.6,2459.06,Recovered
TXN-502066,2025-02-26 10:47:59,Online,Digital Banking,8588.41,Y,Account Takeover,Manual Review,2777.83,128.49,Charged Off
TXN-500582,2025-02-26 14:13:21,Card,Payments & Cards,17401.79,N,,,0.0,0.0,Cleared - False Positive
TXN-501816,2025-02-26 14:49:56,Card,Payments & Cards,9616.2,N,,,0.0,0.0,Cleared - False Positive
TXN-501460,2025-02-26 16:52:05,Card,Payments & Cards,43183.63,Y,Card Not Present,Rule Engine,40071.27,6553.96,Recovered
TXN-500932,2025-02-26 19:55:07,Online,Digital Banking,14845.82,N,,,0.0,0.0,Cleared - False Positive
TXN-501357,2025-02-27 07:17:13,Online,Digital Banking,33111.9,Y,Account Takeover,Rule Engine,30484.69,5399.4,Charged Off
TXN-502219,2025-02-27 19:57:56,ACH,Commercial Banking,29342.44,Y,Synthetic Identity,Customer Reported,23843.92,871.2,Under Review
TXN-502441,2025-02-27 20:50:57,Wire,Payments & Cards,76517.64,N,,,0.0,0.0,Cleared - False Positive
TXN-502350,2025-02-28 06:33:47,Card,Payments & Cards,7939.35,N,,,0.0,0.0,Cleared - False Positive
TXN-501545,2025-02-28 16:16:38,Card,Payments & Cards,32599.65,N,,,0.0,0.0,Cleared - False Positive
TXN-500926,2025-03-01 20:45:59,Online,Digital Banking,22548.25,Y,Account Takeover,Rule Engine,19416.68,3197.99,Confirmed Fraud
TXN-501352,2025-03-02 08:21:21,Mobile,Digital Banking,341.71,N,,,0.0,0.0,Cleared - False Positive
TXN-501146,2025-03-02 09:19:05,Card,Payments & Cards,16818.91,Y,Card Skimming,ML Model,8880.04,595.07,Under Review
TXN-501989,2025-03-02 10:12:26,Card,Payments & Cards,7985.2,Y,Card Not Present,Manual Review,5388.74,1681.76,Confirmed Fraud
TXN-500563,2025-03-03 02:57:50,Online,Digital Banking,35599.05,N,,,0.0,0.0,Cleared - False Positive
TXN-501566,2025-03-03 03:24:12,Wire,Payments & Cards,59559.02,Y,Business Email Compromise,ML Model,50849.69,10305.05,Confirmed Fraud
TXN-501170,2025-03-03 04:22:55,ATM,Retail Banking,33334.08,Y,Card Not Present,Manual Review,19686.76,225.56,Under Review
TXN-501029,2025-03-03 06:07:13,Card,Payments & Cards,10447.76,Y,Synthetic Identity,Manual Review,4205.68,363.76,Confirmed Fraud
TXN-502305,2025-03-03 10:50:35,ATM,Retail Banking,21378.48,Y,Card Skimming,Customer Reported,17640.43,519.61,Under Review
TXN-500469,2025-03-03 20:16:24,Card,Payments & Cards,835.51,N,,,0.0,0.0,Cleared - False Positive
TXN-500835,2025-03-04 15:17:18,Wire,Payments & Cards,78739.44,N,,,0.0,0.0,Cleared - False Positive
TXN-502557,2025-03-04 20:35:24,ATM,Retail Banking,18231.17,Y,Card Skimming,ML Model,16553.98,2948.82,Under Review
TXN-500237,2025-03-05 06:18:49,ACH,Commercial Banking,8486.44,Y,Account Takeover,ML Model,7535.74,695.74,Charged Off
TXN-501517,2025-03-06 06:05:57,Card,Payments & Cards,28694.27,N,,,0.0,0.0,Cleared - False Positive
